id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path
3174,Barcode,7.0,1.0,Released,2001-09-20,0.0,8.0,0.0,tt0209930,xx,Barcode,A play of light and shadow in a virtual world.,0.456,,Animation,Il Luster,Netherlands,No Language,,Adriaan Lokman,,,"Michiel Snijders, Arnoud Rijken",,6.0,90.0,/7xizaa1CINIgaxtc33XbfsCpPzH.jpg
3175,Barry Lyndon,8.0,2970.0,Released,1975-12-18,31500000.0,185.0,11000000.0,tt0072684,en,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",3.9769,At long last Redmond Barry became a gentleman -- and that was his tragedy.,"Drama, Romance, War, History","Warner Bros. Pictures, Hawk Films, Peregrine","United Kingdom, United States of America","Deutsch, Français, English","Anthony Dawes, Anthony Herrick, John Bindon, Wolf Kahler, Billy Boyle, Hans Meyer, Norman Gay, Michael Hordern, Dominic Savage, Peter Cellier, Pat Roach, Steven Berkoff, Geoffrey Chater, John Sharp, John Sullivan, Katharina Kubrick, Gary Taylor, John Trehy, Murray Melvin, Arthur O'Sullivan, Philip Stone, Mark Baxter, Vivian Kubrick, Ferdy Mayne, Hardy Krüger, Anthony Sharp, Frederick Schiller, Roy Spencer, Bernard Hepton, Patrick Magee, André Morell, Anthony Lang, Marie Kean, Marisa Berenson, Gay Hamilton, Harry Towb, Leon Vitali, Ryan O'Neal, Jonathan Cecil, George Holdcroft, Liam Redmond, Pat Laffan, Frank Middlemass, David Morley, Barry Jackson, Roger Booth, Diana Körner, Godfrey Quigley, Leonard Rossiter, Patrick Dawson, George Sewell",Stanley Kubrick,John Alcott,"Stanley Kubrick, William Makepeace Thackeray","Jan Harlan, Stanley Kubrick",Leonard Rosenman,8.1,196618.0,/x2JQCgLjieWOwvImeGtLmuNgsrq.jpg
3176,Battle Royale,7.3,3566.0,Released,2000-12-16,30600000.0,113.0,4500000.0,tt0266308,ja,バトル・ロワイアル,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",4.3687,Could you kill your best friend?,"Drama, Thriller, Action","Toei Company, WOWOW, AM Associates, Kobi, Nippan Group Holdings, MF Pictures, GAGA Communications",Japan,"English, 日本語","Kanji Okumura, Misao Kato, Masanobu Ando, Tomu Asakawa, Minami, Kenzo Shirahama, Kôji Tokuhisa, Shigeki Hirokawa, Ryôta Nakamura, Junichi Naitou, Yasuomi Sano, Hideaki Kojima, Gôshi Matsuhara, Hitomi Hyuga, Sousuke Takaoka, Yûya Nakahara, Takako Baba, Kazuhiro Yokokura, Yuko Miyamura, Hajime Yoneda, Kazutoshi Yokoyama, Hidetsugu Okumura, Mikiya Sanada, Shôji Takano, Yutaka Shimada, Tsuguharu Niizaki, Kazuo Araki, Ai Iwamura, Ko Shibasaki, Chiaki Kuriyama, Ren Matsuzawa, Aiko Nogami, Takashi Tsukamoto, Ken Nakaide, Tatsuya Fujiwara, Aki Maeda, Asami Kanai, Umiji Tasaki, Yuuki Masuda, Mitsuaki Tachikawa, Takeshi Kitano, Yukari Kanasawa, Jun'ichi Nashiki, Hiroshi Kitagawa, Ai Maeda, Shigeki Homma, Akihiro Ugajin, Takayo Mimura, Naoki Iwasawa, Ryou Nitta, Takeyuki Hirai, Yousuke Shibata, Shin Kusaka, Yukihiro Kotani, Mai Sekiguchi, Osamu Ohnishi, Eri Ishikawa, Nobuki Baba, Tomomi Shimaki, Taro Yamamoto, Satomi Ishii, Gô Tatsukawa, Gouki Nishimura, Satomi Hanamura, Sayaka Ikeda, Kanako Fukaura, Takashi Komori, Takashi Taniguchi, Yôichi Murakami, Shigehiro Yamaguchi, Shiro Go, Akira Yoshizawa, Tsuyako Kinoshita, Tamaki Mihara, Ryoji Sugimoto, Hideaki Kawashima, Anna Nagata, Daisuke Yazawa, Hirohito Honda, Sayaka Kamiya, Satoshi Yokomichi, Haruka Nomiyama, Michi Yamamura",Kinji Fukasaku,Katsumi Yanagijima,"Kenta Fukasaku, Koushun Takami","Kimio Kataoka, Kinji Fukasaku, Masumi Okada, Chie Kobayashi, Kenta Fukasaku, Hisao Nabeshima",Masamichi Amano,7.5,202526.0,/gFX7NuBUeKysOB9nEzRqVpHNT32.jpg
3177,Battle Royale II: Requiem,5.0,496.0,Released,2003-07-05,14902587.0,155.0,9080000.0,tt0338763,ja,バトル・ロワイアルII 鎮魂歌,"It's three years after the events of the original Battle Royale, and Shuya Nanahara is now an internationally-known terrorist determined to bring down the government. His terrorist group, Wild Seven, stages an attack that levels several buildings in Tokyo on Christmas Day, killing 8000 people. In order for the government to study the benefits of ""teamwork"", the new students work in pairs, with their collars electronically linked so that if one of them is killed, the other dies as well. They must kill Nanahara in three days - or die.",1.7231,This time it's war.,"Action, Thriller","Fukasaku-gumi, Toei Company, TV Asahi, WOWOW, SEGA, Toei Video Company, Toei Advertising, Tokyo FM, Nippan Group Holdings, GAGA Communications",Japan,日本語,"Masahiko Tsugawa, Natsuki Kato, Makoto Sakamoto, Asami Katsura, Yuki Ito, Minami Kanazawa, Sonny Chiba, Shoko Sato, Miyuki Kanbe, Kei Tamura, Kayo Nayuki, Munetaka Aoki, Ai Iwamura, Yasutaka Yuuki, Masaya Kikawada, Yuuko Morimoto, Kenji Harada, Kotaru Kamijou, Hitomi Hasebe, Yoshiko Mita, Ryo Katsuji, Tatsuya Fujiwara, Sae Shimizu, Aki Maeda, Mika Kikuchi, Yuma Ishigaki, Michiho Matsumoto, Asuka Shingu, Kouta Yamada, Aja, Anne Kudo, Ami Nakagawa, Soko Wada, Takaaki Ikeyama, Haruka Suenaga, Takeshi Kitano, Aiko Moriuchi, Miku Kuga, Maki Hamada, Nana Yanagisawa, Ayumi Hanada, Toshiyuki Toyonaga, Maika Matsumoto, Ai Maeda, Kazuki Yamamoto, Ryoji Fujihira, Yoko Maki, Takeshi Tanaka, Ayana Sakai, Mitsu Murata, Riki Takeuchi, Chisato Miyao, Shugo Oshinari, Kazutoshi Yokoyama, Rika Sakagushi, Musashi Kubota, Takeru Shibaki","Kinji Fukasaku, Kenta Fukasaku",,"Kenta Fukasaku, Norio Kida, Koushun Takami","Hikaru Kawase, Masumi Okada, Kimio Kataoka, Kenta Fukasaku",,4.6,22036.0,/sKoVS6wVmIY0fCDcJYZZ1y3yOK3.jpg
3178,Beat,5.0,25.0,Released,2000-01-29,0.0,93.0,0.0,tt0211941,en,Beat,"The true story of two murders that shaped the lives of several college students who went on to become some of the most influential writers of the ""Beat Generation.""",0.5201,Sex and Drugs before Rock and Roll,Drama,"Martien Holdings A.V.V., Walking Pictures, Background Productions, Beat LLC, Millenium Pictures, Pendragon Film, Pfilmco",United States of America,"English, Español","Courtney Love, Kiefer Sutherland, Luisa Huertas, Lisa Sheridan, Tommy Perna, Ron Livingston, Sam Trammell, Kyle Secor, Norman Reedus, Alec Von Bargen, Daniel Martínez",Gary Walkow,,Gary Walkow,"Alain Silver, Celine Schultz, Andrew Pfeffer, Donald Zuckerman",,5.5,1670.0,/xU21EkXXbBC2zYH5zs4hEXFbEqI.jpg
3179,Beavis and Butt-Head Do America,6.635,729.0,Released,1996-12-20,63118386.0,81.0,12000000.0,tt0115641,en,Beavis and Butt-Head Do America,"Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted.",2.4374,Coming to a screen bigger than your TV.,"Animation, Comedy, Adventure, Crime, Music","Paramount Pictures, Geffen Pictures, MTV Films",United States of America,English,"Sam Johnson, Eric Bogosian, Harsh Nayyar, Mike Judge, Jim Flaherty, Kristofor Brown, Gail Thomas, Tim Guinee, Pamela Blair, Bruce Willis, John Doman, Toby Huss, Jacqueline Barba, Karen Phillips, Richard Linklater, Rosemary McNamara, Greg Kinnear, Mike Ruschak, Demi Moore, David Letterman, Francis Dumaurier, Cloris Leachman, Tony Darling, Dale Reeves, Robert Stack",Mike Judge,David J. Miller,"Mike Judge, Ray daSilva, Joe Stillman, John Rice","Mike Judge, Van Toffler, Michael Blakey, David Gale, Abby Terkuhle",John Frizzell,6.8,62099.0,/vqdgQiRCSzgpFXLlbxbybfkleBM.jpg
3199,"Dracula, Prisoner of Frankenstein",4.7,32.0,Released,1972-10-17,0.0,88.0,0.0,tt0065660,es,Dracula contra Frankenstein,"Dracula kills another innocent victim and Dr. Seward decides it's time to wipe him off the face of the earth. Armed with a hammer and a wooden stake, he arrives at Castle Dracula and duly dispatches the vampire Count. Next day, however, Dr. Frankenstein arrives with his assistant, Morpho, and a large crate containing the monster. Using the blood of a pub singer who has been abducted by his creation, the doctor brings Dracula back to life and uses him for his own ends. The Count and a female vampire continue to terrorise the town, so Dr Seward once again sets out for Castle Dracula. Unfortunately, he is attacked by the Frankenstein monster and left for dead. Amira, a gypsy, rescues him and summons up a werewolf to do battle with the forces of evil...",0.2252,,Horror,"Prodif Ets., Comptoir Français du Film Production (CFFP), C. Fénix Films","France, Spain",Español,"Dennis Price, Geneviève Robert, Anne Libert, Brandy, Luis Barboo, Carmen Yazalde, Fernando Bilbao, Howard Vernon, Paca Gabaldón, Alberto Dalbés",Jesús Franco,José Climent,"Jesús Franco, Paul D'Ales",Arturo Marcos,"Bruno Nicolai, Daniel White",4.1,968.0,/8r3iTDkrI1o54iDePmxaXNUm4jO.jpg
3200,Billy Frankenstein,3.5,4.0,Released,1998-01-01,0.0,100.0,0.0,tt0184276,en,Billy Frankenstein,"Billy Frank is an ordinary kid, until his family inherits an old castle and Billy learns he's a distant relative of the infamous Dr. Frankenstein. Billy's folks decide to visit their family estate, and Billy soon discovers they're not alone.",0.1747,,"Comedy, Fantasy",,United States of America,English,"Kristin Jadrnicek, Mary Elizabeth McGlynn, Peter Spellos, Daran Norris, Jordan Lamoureux, Kimberly A. Ray, Tommy Kirk, Brian Carrillo, Vernon Wells, Griffin Drew",Fred Olen Ray,,Kimberly A. Ray,Timothy J. Warenz,,4.2,122.0,/4oxd0JkEMDEXRPbhcyULBGUgim2.jpg
3201,The Vindicator,4.4,34.0,Released,1986-02-14,0.0,93.0,4210000.0,tt0092172,en,The Vindicator,"An employee of a secret company operation becomes the victim of the company's special weapons project. He is transformed into a robotic killing machine that, because of his programming must destroy anything that comes near him.",0.4274,They thought they took his life...now he wants theirs. Invincible. Unstoppable. Indestructible. He's out on the street and out of control!,"Action, Horror, Science Fiction","Michael Levy Enterprises, Frank & Stein Film Productions","Canada, United States of America",English,"Shane Cardwell, Maury Chaykin, Caroline Arnold, David McIlwraith, Stephen Mendel, Robert Parson, Andrew Bednarski, Lynda Mason Green, Richard Cox, Pam Grier, Larry Aubrey, Micki Moore, Denis Simpson, Carl Knutson, Shawn Levy, Teri Austin, Catherine Disher",Jean-Claude Lord,René Verzier,"Edith Rey, David Preston","André Link, Pierre David, Don Carmody, John Dunning",Paul Zaza,4.9,1192.0,/vgdqGHVBYQJX9QDuWjmrwbB54T1.jpg
3202,Terror of Frankenstein,7.4,8.0,Released,1977-01-03,0.0,92.0,0.0,tt0076881,en,Victor Frankenstein,Victor Frankenstein's search for the secret of life leads to the creation of a monster that consumes his life and family.,0.282,,"Horror, Science Fiction","Aspect, National Film Society of Ireland","Ireland, Sweden",English,"Harry Brogan, Archie O'Sullivan, Per Oscarsson, Mathias Henrikson, Nicholas Clay, Per-Axel Arosenius, Olof Bergström, Jan Ohlsson, David Byrne, Stacy Dorning, Jacinta Martín, Leon Vitali, Tor Isedal",Calvin Floyd,"John Wilcox, Tony Forsberg","Calvin Floyd, Yvonne Floyd, Mary Shelley",Calvin Floyd,Gerard Victory,5.8,360.0,/dLin9xOyRXbyq8JONf5G2sh4SMy.jpg
3203,Tales of Frankenstein,7.2,5.0,Released,1958-01-01,0.0,28.0,0.0,tt0247751,en,Tales of Frankenstein,"In this pilot for a series that was never picked up, Dr. Frankenstein has just finished rebuilding his creation, but the monster is unresponsive. He needs to try something different to make it work, perhaps some new parts. Enter a terminally ill sculptor and his assertive wife…",0.2147,,"Horror, Science Fiction, Drama","Columbia Pictures Television, Revue Studios, Hammer Film Productions, Columbia Pictures","United Kingdom, United States of America",English,"Anton Diffring, Richard Bull, Don Megowan, David Hoffman, Ludwig Stössel, Sydney Mason, Raymond Greenleaf, Helen Westcott, Peter Brocco",Curt Siodmak,Gert Andersen,"Jerome Bixby, C.L. Moore, Henry Kuttner","Curt Siodmak, Michael Carreras",,5.9,373.0,/xcQG5OInE0EIM7uaie2PLei4g3T.jpg
3204,She's Alive! Creating 'The Bride of Frankenstein',7.5,11.0,Released,1999-01-01,0.0,39.0,0.0,tt0295601,en,She's Alive! Creating 'The Bride of Frankenstein',"Documentary about the making of 1935's ""The Bride of Frankenstein.""",0.39,,"Documentary, Horror",,United States of America,English,"Bill Condon, Clive Barker, Bob Madison, Christopher Bram, Scott MacQueen, Paul M. Jensen, Dwight David Frye, Gregory W. Mank, Rick Baker, Sara Karloff, Joe Dante",David J. Skal,David J. Skal,David J. Skal,David J. Skal,,7.0,318.0,/2sCyNYuFRVmgKGnPasZYWLKOSEb.jpg
3205,Santo vs. Frankenstein's Daughter,6.5,16.0,Released,1972-08-10,0.0,97.0,0.0,tt0067707,es,Santo vs. la hija de Frankenstein,"Dr. Frankenstein and her assistant, Dr. Yanco, are going to bring one of their experiments to life in Santo Vs. Frankenstein's Daughter. She intends to use a monster named Ursus to do her evil bidding. Using a youth serum to retain their vitality, the doctors set their sights upon none other than El Santo. They need his super human blood to regenerate a stronger youth serum. They kidnap Santo's goddaughter, Norma and lure him into Dr. Frankenstein's lab where he is captured and enslaved. Will Santo make it out alive?",0.7141,,"Horror, Science Fiction",Cinematográfica Calderón S.A.,Mexico,Español,"Anel, Ismael Ramirez, Goliat Ayala, Carlos Agostí, Carlos Bravo y Fernández 'Carlhillos', Sonia Fuentes, El Santo, Enrique Llanes, Gerardo Zepeda, Carlos Suárez, Roberto Cañedo, Gina Romand",Miguel M. Delgado,Raúl Martínez Solares,Fernando Osés,"El Santo, Guillermo Calderón",,5.7,289.0,/uGwTcVuz8TDJdkHncmz9ebzE64o.jpg
3206,Frankenstein vs. the Creature from Blood Cove,5.5,6.0,Released,2005-10-04,0.0,90.0,0.0,tt0451060,en,Frankenstein vs. the Creature from Blood Cove,"Near an isolated beach on California's coast, a sinister plan is underway in a laboratory of horror. Three renegade scientists have resurrected the Frankenstein Monster. . . legendary indestructible dead man come to life. . . and they have also created a biogentically engineered half-man, half fish abomination. . . to use as secret weapons in the fight against terrorists worldwide. However, disaster strikes when the terrifying monsters chemical brainwashing fails and the entire plan goes to hell! Instead of stopping terror, these invincible monsters spread terror! The first victims. . . young people on a glamour photo shoot are attacked by the amphibious beast of evil! Rescued and held hostage by the scientists, the survivors must find a way to escape the madmen and the monsters!",0.1599,,"Horror, Science Fiction",William Winckler Productions,United States of America,English,"Ryan Patrick O'Donnell, Michael Anton, Michael Ziton, Butch Patrick, Eddie Ed O'Brien, Carla Harvey, Gary Canavello, John Hatherill, John Abiskaron, Rich Knight, Mike Clark, Ron Jeremy, Jeff Berkwits, Maria Salvati, Sandra Dease, Lisa Hammer, Lloyd Kaufman, Tera Cooley, Alison Lees-Taylor, Selena Silver, Mimma Mariucci, Jim Adan, Corey Marshall, Kaiwi Lyman, Lawrence Furbish, Dezzirae Ascalon, Paul Vito Abato, Jeff Scott, Raven De La Croix, Josh Smith, William Winckler, G. Larry Butler, Tom Ingram, Richard Magnotta, Koji Fueta, George Lindsey Jr., Mel Lewis",William Winckler,Matthias Schubert,William Winckler,William Winckler,,3.9,307.0,/a33KPtLpggqSzVUDp5ynYUKSZmW.jpg
3208,I Was a Teenage Frankenstein,5.536,28.0,Released,1957-11-23,310000.0,74.0,0.0,tt0050531,en,I Was a Teenage Frankenstein,"Professor Frankenstein creates a teenager from an accident victim, who gets angry when he learns he is going to be taken apart.",0.2697,Body of a boy! Mind of a monster! Soul of an unearthly thing!,"Horror, Science Fiction","Santa Rosa Productions, American International Pictures",United States of America,English,"George DeNormand, Claudia Bryar, John Cliff, Phyllis Coates, Whit Bissell, Angela Austin, Gretchen Thomas, Charles Seel, Frank McLure, George Lynn, Marshall Bradford, Patrick Miller, Joy Stoner, Paul Keast, Russ Whiteman, Norman Stevans, Larry Carr, James Gonzalez, Robert Burton, Gary Conway, Arthur Tovey, William H. O'Brien",Herbert L. Strock,Lothrop B. Worth,"Herman Cohen, Aben Kandel",Herman Cohen,Paul Dunlap,5.1,1132.0,/e0of82kLWVMRMwb1X77FgF6srJ.jpg
3209,"No Telling (Or, The Frankenstein Complex)",6.0,10.0,Released,1991-01-01,0.0,93.0,0.0,tt0102545,en,"No Telling (Or, The Frankenstein Complex)","Happy couple Geoffrey and Lillian move out to a rural country location so Geoffrey can concentrate on his work. Shutting himself off in a shed out back, Geoffrey is slowly consumed by his work as well as his impending madness.",0.321,,Horror,Glass Eye Pix,United States of America,English,"Pamela Correnti, Susan Doukas, Miriam Healy-Louie, François J. Lampietti, J.J. Clark, Kevin Greenblott, David Flynn, Richard Topol, Betsy McMullin, Larry Fessenden, Stephen Ramsey, Tracy Spielman, Jimmy Dingas, David Leslie, Ward Burlingham, John A. Van Couvering, Ashley Arcement, Gregory Morell, Robert Brady, Stanley Taub, Michael Ellenbogen, Neil Danziger, Raul Morfi, Frank Dellario, David Van Tieghem",Larry Fessenden,David Shaw,"Beck Underwood, Larry Fessenden","Rachael Horovitz, Larry Fessenden",Tom Laverack,5.7,451.0,/xsC9C3xJ9LDVDub6abOz83DeJa8.jpg
3210,The Projected Man,4.3,28.0,Released,1966-03-01,0.0,77.0,0.0,tt0062159,en,The Projected Man,Matter-transmitter sabotage leaves a British scientist (Bryant Halliday) disfigured and full of amps.,0.2885,Horror of Horrors!,"Horror, Science Fiction",Compton Films,United Kingdom,English,"Tracey Crisp, Frank Gatliff, Derrick De Marney, Ronald Allen, Mary Peach, Sam Kydd, Terry Scully, Gerard Heinz, Norma West, Norman Wooland, Bryant Haliday, Derek Farr",Ian Curteis,Stanley Pavey,"John Croydon, Frank Quattrocchi, Peter Bryan","Michael Klinger, Tony Tenser, John Croydon, Richard Gordon, Maurice Foster",Kenneth V. Jones,3.7,1109.0,/yX69WGtHobpiYIitXR3o0ZLSZ3d.jpg
3214,Santo and Blue Demon vs. Dr. Frankenstein,6.1,26.0,Released,1974-10-31,0.0,95.0,0.0,tt0258123,es,Santo y Blue Demon contra el doctor Frankenstein,Innocent women are being kidnapped and used as guinea pigs for a brain transplant experiment. The diabolical Dr. Frankenstein continues his quest to perfect his brain transplant operation to bring back his deceased wife at any cost - even if it means playing with the lives of others. El Santo and Blue Demon are called in to help when their friend Alicia becomes Dr. Frankenstein's next target. It'll take both heroes to go up against the dastardly doctor and go mano a mano with his super strong zombie Golem.,0.7666,,"Horror, Action",Cinematográfica Calderón S.A.,Mexico,Español,"Sonia Aguilar, Sasha Montenegro, Carlos Bravo y Fernández 'Carlhillos', Jorge Russek, Lina Michel, Ivonne Govea, Blue Demon, Enrique Llanes, Angélica Chain, Carlos Nieto, Jorge Casanova, Sonia Fuentes, Ray Mendoza, Enrique Vera, Cesar Valentino, Jorge Mondragón, Carlos Suárez, El Santo, Sebastián Verti, Rubén Aguirre",Miguel M. Delgado,Rosalío Solano,"Alfredo Salazar, Francisco Cavazos","El Santo, Guillermo Calderón",Gustavo César Carrión,5.5,281.0,/v7GlN5Zt8JUlq0RekDzkcKbiHNk.jpg
3215,La Sangre de Frankenstein,10.0,1.0,Released,2002-10-03,0.0,74.0,0.0,tt0298028,es,La Sangre de Frankenstein,"Dr. Frankenstein is pursued by the ex-policeman Avio, who knows that he murders people for his experiments. Avio is assisted by Marilyn Manson, who works for him, but they know that the police, the government, and the elite are supporting Dr. Frankenstein. That's why they must be careful when facing this psychopath and his henchmen. In the end, everything will be resolved in an extensive mystical battle, which includes kung fu, lightning, and dismemberment.",0.991,A Hellish Journey to Nowhere,"Comedy, Horror",Gorevisión Films,Argentina,Español,"José Luis Paruolo, Federico Paruolo, Alan Goyen, Mariano Salas, Diego Cagide, Leandro De la Torre, Martin Villagra",Germán Magariños,Diego Cagide,"Mary Shelley, Germán Magariños",Fernando Giangiacomo,,6.4,71.0,/2guvQUbL9uJHj2LmD5Bwl3QVyKA.jpg
3216,Assignment Terror,5.1,45.0,Released,1970-02-24,0.0,87.0,0.0,tt0064687,es,Los monstruos del terror,"Aliens from a dying world plot to conquer earth by preying on man's superstitions. Bringing two dead scientists back to life, they use their knowledge to re-animate various earth monsters, including the werewolf, Frankenstein's monster, the mummy Tao-Tet, and the vampire Count de Meirhoff.",0.4496,,"Horror, Science Fiction","Eichberg-Film, International Jaguar Cinematografica, Producciones Jaime Prades","Germany, Spain, Italy",Español,"Paul Naschy, Peter Damon, Craig Hill, Ángel del Pozo, Ferdinando Murolo, Gene Reyes, Patty Shepard, Helga Geissler, Fajda Nicol, Michael Rennie, Diana Sorel, Luciano Tacconi, Manuel de Blas, Karin Dor, Paul Cross",Tulio Demicheli,Godofredo Pacheco,Paul Naschy,Jaime Prades,"Rafael Ferrer-Fitó, Franco Salina",4.1,1159.0,/pN38R3xfr5J5Cqn66NA257BPocc.jpg
3217,Monster Mash: The Movie,4.6,15.0,Released,1995-11-14,0.0,83.0,0.0,tt0113105,en,Monster Mash: The Movie,"Teenagers Scott and Mary are on their way to a Halloween party when their car breaks down, and they encounter a creepy castle where the depraved Dr. Frankenstein seeks to put Scott's brain in his monstrous creation. As for Mary, Count Dracula wants her for... well, you know.",0.3475,,"Comedy, Horror","The Greenhouse Film Group, Spelling Entertainment, The Brae Group",United States of America,English,"E. Aron Price, Linda Cevallos, Candace Cameron Bure, Adam Shankman, Carrie Ann Inaba, Jimmie Walker, Deron McBee, Daryl Richardson, Bobby Pickett, Mink Stole, John Kassir, Ian Bohen, Sarah Douglas, Anthony Crivello","Joel Cohen, Alec Sokolow",Scott Andrew Ressler,"Bobby Pickett, Mary Shelley, Bram Stoker, Sheldon Allman","Nathaniel Kramer, Jack Scheider, Michael Kates",,4.0,285.0,/eZASPeHvmMxV6WmvoOZURSLYo6E.jpg
3218,Mistress Frankenstein,5.2,10.0,Released,2000-10-02,0.0,80.0,0.0,tt0245291,en,Mistress Frankenstein,"Dr. Victor Frankenstein neglects the sexual needs of his frigid and frustrated wife Helena. After Helena gets killed in a horse riding accident, Victor decides to bring her back to life. However, Victor's inept assistant Igor accidentally damages Helena's brain and replaces it with a lesbian's brain, so Helena is now a crazed, aggressive, and predatory vixen with a raging insatiable libido.",0.4649999999999999,"Her ""Man-Made"" Lust Cannot be Satisfied!","Comedy, Fantasy, Horror",Seduction Cinema,United States of America,English,"Jessie Harcourt, Zachary Snygg, Debbie Rochon, Michael R. Thomas, Michael L. Raso, Jeffrey Faoro, Jade Duboir, Heidi Christine, A.J. Khan, Victoria Vega, Bennigan Feeney, John Bacchus, Pete Jacelone, John Paul Fedele, John Link, Darian Caine",John Bacchus,John Paul Fedele,"Joe Ned, Clancy Fitzsimmons, John Bacchus, Michael L. Raso",Michael L. Raso,,3.3,281.0,/eNtmsACDb4iV0TMSl63bMzd9sw3.jpg
3286,Island - Insel im Norden,0.0,0.0,Released,2005-01-01,0.0,15.0,0.0,,en,Island - Insel im Norden,,0.6,,Documentary,,Iceland,Deutsch,Jürgen Gries,Petra Gries,Petra Gries,,"Jürgen Gries, Petra Gries",,,,
3287,It's Alive: The True Story of Frankenstein,8.5,4.0,Released,1994-10-25,0.0,100.0,0.0,tt0224299,en,It's Alive: The True Story of Frankenstein,"Mary Shelley created a monster in 1818, and writers, actors and filmmakers haven't been able to get enough of it ever since. The history of the creature on and off the screen includes clips from Thomas Edison's 1910 filmization to Kenneth Branagh's 1994 treatment, plus interviews with Robert De Niro, Mel Brooks, Roger Corman and others. Hosted by Roger Moore; narrated by Eli Wallach.",0.6976,,Documentary,A+E Studios,United States of America,English,"Robert De Niro, Francis Ford Coppola, Mel Brooks, Kenneth Branagh, Richard Dreyfuss, Eli Wallach, Rick Baker, Jane Seymour, Roger Moore",Richard Brown,Michael Collins,,,,7.2,82.0,/8JTuv77uZJBnbxhmVsAKJ3vfATo.jpg
3288,Frankenstein: The College Years,4.9,19.0,Released,1991-10-28,0.0,100.0,0.0,tt0101911,en,Frankenstein: The College Years,"When professor Lippzigger dies, his favorite student Mark inherits the key to his secret laboratory. There he and his friend Jay find the hundreds of years old body of Frankenstein - and revive it. But where to go with him? They take him with them to their dorms. He's dumb as a brick, but makes it into their football team and becomes popular. If there only wasn't Prof. Loman, who wants to become famous with Lipp's inventions...",0.363,,"Comedy, Science Fiction, TV Movie","FNM Films, Spirit",United States of America,English,"Larry Miller, Christopher Daniel Barnes, Greg Grunberg, William Ragsdale, Vincent Hammond, Macon McCalman, Patrick Richwood, De'voreaux White, Andrea Elson",Tom Shadyac,Stephen C. Confer,"John Trevor Wolff, Bryant Christ",Robert Engelman,,4.6,332.0,/f4oeKHJqUbS1cZ2OKs1Wt5QK4GK.jpg
3290,Lust for Frankenstein,2.4,14.0,Released,1998-01-01,0.0,82.0,0.0,tt0175621,en,Lust for Frankenstein,"Moira Frankenstein, the grand-daughter of noted mad scientist Dr. Frankenstein, has become obsessed with the work of her ancestor and she decides to pick up the family business where he left off.",2.746,,Horror,One Shot Productions,"Spain, United States of America",English,"Carlos Subterfuge, Pedro Temboury, Alex Cox, Bill Meelater, Amber Newman, Rachel Sheppard, Michelle Bauer, Robert King, Lina Romay, Analía Ivars",Jesús Franco,Raquel Cabra,"Jesús Franco, Kevin Collins","Jesús Franco, Hugh Gallagher, Karen Wong, Peter Evanko, Kevin Collins",,2.9,395.0,/vCaJIN3bKMrkNTphnaSksabQ92Y.jpg
3291,"Good Night, and Good Luck.",7.1,1033.0,Released,2005-09-16,54600000.0,92.0,7000000.0,tt0433383,en,"Good Night, and Good Luck.",The story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s.,2.1781,We will not walk in fear of one another.,"Drama, History","Warner Independent Pictures, 2929 Productions, Redbus Pictures, TFC, Participant, Section Eight, Davis Films","France, Japan, United Kingdom, United States of America",English,"David Strathairn, Roy Cohn, Christoph Luty, Peter Jacobson, David Paul Christian, Rose Abdoo, Joyce Lasley, Alex Borstein, Matt Catingub, Liberace, Joseph N. Welch, George Clooney, Glenn Morshower, Bill Blair, Rochelle Warner, Tom McCarthy, Robert Downey Jr., Robert Knepper, Alexana Thomas, Grant Heslov, Matt Ross, JD Cullum, Reed Diamond, Peter Martin, Robert F. Kennedy, Patricia Clarkson, Frank Langella, Tate Donovan, Joseph Dowd, Dave Thompson, John Kepley, Don Creech, Joseph McCarthy, Milo Radulovich, Bruna Matsin, John L. McClellan, Dwight D. Eisenhower, Robert John Burke, Dianne Reeves, Katharine Phillips Moser, Jeff Hamilton, Helen Slayton-Hughes, Jeff Daniels, Simon Helberg, Ray Wise",George Clooney,Robert Elswit,"Grant Heslov, George Clooney","Todd Wagner, Mark Cuban, Jeff Skoll, Grant Heslov, Ben Cosgrove, Marc Butan, Jennifer Fox, Chris Salvaterra, Steven Soderbergh",,7.4,103883.0,/w4QSEno2xxHqMtSr3mPUhJpO3F2.jpg
